,_id,Event,Latitude,Longitude,Date
12214,643de86b67b0dd3f92630ea8,{'Date': '2008-03-12'},035373N,0106537W,2008-03-12
12217,643de86b67b0dd3f92630eab,{'Date': '2008-03-13'},363638N,0834414W,2008-03-13
12215,643de86b67b0dd3f92630ea9,{'Date': '2008-03-13'},027102N,0080361W,2008-03-13
12218,643de86b67b0dd3f92630eac,{'Date': '2008-03-13'},003400N,0091210W,2008-03-13
12219,643de86b67b0dd3f92630ead,{'Date': '2008-03-13'},030158N,0825527W,2008-03-13
12216,643de86b67b0dd3f92630eaa,{'Date': '2008-03-13'},034729N,0775354W,2008-03-13
12220,643de86b67b0dd3f92630eae,{'Date': '2008-03-14'},612459N,1493026W,2008-03-14
12221,643de86b67b0dd3f92630eaf,{'Date': '2008-03-14'},364839N,1113840W,2008-03-14
12222,643de86b67b0dd3f92630eb1,{'Date': '2008-03-14'},033270N,0088350W,2008-03-14
12223,643de86b67b0dd3f92630eb2,{'Date': '2008-03-15'},385420N,0078198W,2008-03-15
12224,643de86b67b0dd3f92630eb3,{'Date': '2008-03-15'},261148N,0801012W,2008-03-15
12225,643de86b67b0dd3f92630eb4,{'Date': '2008-03-15'},301933N,0981937W,2008-03-15
12226,643de86b67b0dd3f92630eb5,{'Date': '2008-03-15'},334118N,0112457W,2008-03-15
12229,643de86b67b0dd3f92630eb8,{'Date': '2008-03-16'},335420N,0945120W,2008-03-16
12228,643de86b67b0dd3f92630eb7,{'Date': '2008-03-16'},365559N,0812254W,2008-03-16
12231,643de86b67b0dd3f92630eba,{'Date': '2008-03-16'},334723N,0082541W,2008-03-16
12230,643de86b67b0dd3f92630eb9,{'Date': '2008-03-16'},472942N,1224628W,2008-03-16
12227,643de86b67b0dd3f92630eb6,{'Date': '2008-03-16'},285350N,0082124W,2008-03-16
12232,643de86b67b0dd3f92630ebb,{'Date': '2008-03-17'},039413N,0841045W,2008-03-17
12233,643de86b67b0dd3f92630ebc,{'Date': '2008-03-17'},413035N,0741552W,2008-03-17
12234,643de86b67b0dd3f92630ebd,{'Date': '2008-03-17'},255425N,0801642W,2008-03-17
12235,643de86b67b0dd3f92630ebe,{'Date': '2008-03-18'},353915N,0105833W,2008-03-18
12237,643de86b67b0dd3f92630ec0,{'Date': '2008-03-18'},332739N,1114342W,2008-03-18
12238,643de86b67b0dd3f92630ec1,{'Date': '2008-03-18'},384518N,1094517W,2008-03-18
12236,643de86b67b0dd3f92630ebf,{'Date': '2008-03-18'},035119N,1104321W,2008-03-18
12247,643de86b67b0dd3f92630eca,{'Date': '2008-03-18'},393035N,1071855W,2008-03-18
12239,643de86b67b0dd3f92630ec2,{'Date': '2008-03-20'},453519N,1223627W,2008-03-20
12240,643de86b67b0dd3f92630ec3,{'Date': '2008-03-20'},345911N,0804528W,2008-03-20
12241,643de86b67b0dd3f92630ec4,{'Date': '2008-03-20'},335920N,1172436W,2008-03-20
12242,643de86b67b0dd3f92630ec5,{'Date': '2008-03-20'},343255N,0089127W,2008-03-20
12243,643de86b67b0dd3f92630ec6,{'Date': '2008-03-20'},433113N,1121613W,2008-03-20
12244,643de86b67b0dd3f92630ec7,{'Date': '2008-03-20'},391448N,0842320W,2008-03-20
12246,643de86b67b0dd3f92630ec9,{'Date': '2008-03-21'},342034N,0085917W,2008-03-21
